Account_Number,recency_days,frequency,monetary,avg_monetary,customer_age,customer_income,account_balance,cat_share_Clothing,cat_share_Education,cat_share_Electronics,cat_share_Entertainment,cat_share_Fitness,cat_share_Food,cat_share_Grocery,cat_share_Healthcare,cat_share_Housing,cat_share_Savings,cat_share_Shopping,cat_share_Transport,cat_share_Travel,cat_share_Utilities
AUPY37676497378053,332,1,2370.23,2370.23,66,112996.65,14843.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AURJ86711724985963,155,1,4233.17,4233.17,33,49907.72,12511.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AURW42296651444865,717,1,4020.46,4020.46,44,104618.29,10856.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AVEG24412336132850,258,1,998.19,998.19,65,143043.22,18439.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVGS66203858864078,718,1,2715.26,2715.26,69,54269.57,11126.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AVMD43563108232111,678,1,534.1,534.1,31,101142.5,9444.49,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVMG26739206042942,164,1,2289.32,2289.32,18,43131.68,3925.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVXW85578002443236,322,1,375.04,375.04,66,54474.24,3679.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AVZK75997539291881,55,1,656.22,656.22,22,50198.05,15236.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWBG27303248274635,99,1,2629.76,2629.76,46,37234.34,10731.18,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWCD92360376811872,621,1,3519.18,3519.18,57,21273.8512,18586.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWOG55278451271053,293,1,754.7,754.7,57,116219.53,10559.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AXBE58565337773031,484,1,2503.81,2503.81,64,94453.1,11353.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
AXFS27640547398622,691,1,4727.35,4727.35,69,113202.35,4677.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AXJU43183436953102,279,1,2465.66,2465.66,52,89196.0,5103.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AXMG24051026583879,597,1,223.81,223.81,63,87307.28,8687.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AXPS74076856449255,710,1,3454.26,3454.26,66,25134.0,14183.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AXYS33732608082872,484,1,750.34,750.34,68,141134.23,3897.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AYCA26557647566573,730,1,748.74,748.74,23,107678.78,2545.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AYEE37799450549522,516,1,3048.98,3048.98,22,53460.47,11434.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AYEU61186801093609,39,1,2871.74,2871.74,46,129852.89,16060.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AYFO41485726029254,568,1,1132.31,1132.31,60,113125.24,3789.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AYLF77035476630779,289,1,4790.37,4790.37,62,74035.66,14808.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AYNY25873608055822,228,1,4290.51,4290.51,62,43429.67,8761.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AYPH82322583376223,224,1,4032.02,4032.02,46,21276.13,13504.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AYQP53589832435951,669,1,1145.95,1145.95,18,111486.74,3086.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AYRO70152424431029,154,1,856.71,856.71,28,40092.13,7029.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AYTB07121024234473,684,1,665.14,665.14,46,148589.88799999998,13615.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AYZM40646278866380,111,1,3436.83,3436.83,43,139749.25,9668.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AZAT66270266045095,199,1,4542.52,4542.52,35,48814.76,1802.21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZFQ81520895217680,549,1,3854.98,3854.98,47,73918.96,15725.17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZGF88894897894172,332,1,1271.9,1271.9,18,114495.16,11490.02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZHF31248914274258,254,1,3127.54,3127.54,65,124000.27,14135.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AZPO31231555057052,606,1,4057.99,4057.99,66,70729.86,8899.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AZSG40991650811364,702,1,2347.73,2347.73,66,126504.42,8696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AZSQ31818034307148,392,1,2191.38,2191.38,21,66473.39,10459.37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZVF27982579988359,579,1,4958.134399999999,4958.134399999999,39,63462.8,10786.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZVP55154526075699,524,1,3584.43,3584.43,70,106470.23,1990.84,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZWK50800509083069,74,1,3058.49,3058.49,53,86246.96,10066.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZWU55456515414238,670,1,147.71,147.71,49,82394.43,12620.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZZM97775323863773,56,1,1326.28,1326.28,69,99119.66,9690.73,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAFP63272237369504,548,1,2601.2,2601.2,53,111104.0,11654.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAIA47692105336514,178,1,1193.83,1193.83,39,77233.55,13260.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAIC81366206661020,342,1,4040.16,4040.16,68,136127.74,19320.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BARX14528606892174,2,1,3186.28,3186.28,21,140807.04,9185.41,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAWF55693186062314,411,1,1309.23,1309.23,34,122405.53,16046.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAXP70990317211359,613,1,1117.34,1117.34,43,44146.05,4216.92,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBAL21410707163485,225,1,2077.35,2077.35,50,29393.18,18675.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BBFG02865505224114,641,1,4297.41,4297.41,32,84641.25,3142.24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBIY87978889753585,309,1,1331.0,1331.0,24,138496.23,17253.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BBKI31222649232724,239,1,2554.51,2554.51,38,143579.95,17831.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BBLN28443290811609,15,1,2695.4,2695.4,38,124130.61,2497.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBMZ72466390321430,540,1,658.18,658.18,22,58651.82,11998.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BBNH64704870428048,395,1,810.43,810.43,35,76133.0,6607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BBSF82103887815141,509,1,2697.09,2697.09,42,48190.62,6520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BBSH21956932050650,466,1,4594.25,4594.25,56,29943.88,3109.85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBTF99695280707718,114,1,4176.35,4176.35,55,89613.1,14369.27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBZI62776572565920,666,1,3377.69,3377.69,32,66560.92,15930.12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCKH03044077811096,622,1,3432.06,3432.06,45,134744.59,931.16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCKI38578180779491,528,1,1168.82,1168.82,64,77331.48,13165.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BCKZ71171321940247,535,1,2658.18,2658.18,57,138065.05,4756.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BCNU09706704302419,333,1,3067.13,3067.13,19,41835.0,17047.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BCPX01175556774735,275,1,1346.47,1346.47,18,99914.13,16191.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCRP36376274208600,370,1,4852.83,4852.83,44,84850.61,5781.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BCSG63395975778977,188,1,759.92,759.92,43,65064.49,4129.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BCVJ10488206456200,600,1,3004.73,3004.73,45,23484.05,1956.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCWJ10082592306511,652,1,2863.43,2863.43,54,105749.75,6128.84,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCZB89810723227478,605,1,821.75,821.75,58,85270.49,19189.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDIL84081144157281,70,1,1428.22,1428.22,42,123804.5,4606.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BDLM53995211542401,5,1,568.15,568.15,51,63934.01,3153.95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDXI07983400771601,652,1,3238.62,3238.62,18,98093.5,10610.57,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDZC54033596900705,235,1,4957.36,4957.36,64,34824.17,7471.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BEDB91626969672783,359,1,3819.03,3819.03,19,101232.58,7150.74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEDL16758646339534,418,1,1522.66,1522.66,19,107908.92,11174.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BELY89632174357483,152,1,4457.67,4457.67,52,59546.88,19332.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BESI55469726142448,674,1,677.06,677.06,34,122596.33,17398.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BETA90463766046558,421,1,2432.52,2432.52,33,116853.09,17117.39,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEWJ50632705241694,636,1,4226.88,4226.88,63,49819.19,1949.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFDF91823637251129,327,1,2550.07,2550.07,27,102212.89,3694.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BFED49161019953210,139,1,3653.82,3653.82,18,68505.38,15796.47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFFY15439044890932,429,1,51.378,51.378,68,29546.17,18786.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BFGG68287808970794,548,1,1567.92,1567.92,43,142628.42,2476.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BFIJ64423598648409,624,1,1463.46,1463.46,29,122709.6,13388.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFLW88551088921710,421,1,1716.95,1716.95,42,78638.43,19543.79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BFXC24582470807092,642,1,1002.38,1002.38,68,135858.9,13852.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BFZR79826225557419,611,1,1978.59,1978.59,62,46284.0,8446.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BGCM13177905340388,108,1,4958.134399999999,4958.134399999999,25,28303.94,15674.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BGCV06664651847887,225,1,389.96,389.96,58,87674.36,8940.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGDR27369219167710,581,1,3842.46,3842.46,53,144521.88,14373.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BGQZ39427134247064,36,1,4000.5,4000.5,65,110824.41,4863.66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGSP10104433050980,604,1,1918.3,1918.3,61,104354.52,10064.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BHNW79889373630152,37,1,3071.07,3071.07,61,44562.7,16270.99,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHRC56959070569510,354,1,51.378,51.378,61,115520.89,7419.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BHRW85772603336063,330,1,3896.64,3896.64,19,91871.41,13432.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BHWK06757896833557,443,1,3527.61,3527.61,68,35724.76,12779.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIBM29118722824718,681,1,501.28,501.28,25,32386.63,1255.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BIES85658513797275,14,1,2474.0,2474.0,49,138377.23,19781.6228,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIHZ94616222772610,695,1,674.07,674.07,63,91508.59,9596.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BIXP07893798775239,205,1,51.378,51.378,20,48816.29,3217.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BJBH24044012178563,670,1,1659.93,1659.93,29,147110.2,7485.28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BJEA42247042848501,173,1,98.01,98.01,41,124126.28,12241.54,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BJII55143442111754,30,1,1643.19,1643.19,24,23479.08,14277.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BJIN65895247609606,282,1,1242.48,1242.48,19,79549.0,4099.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BJJC85006030798436,625,1,3958.17,3958.17,33,124935.23,19045.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BJOZ22053970774544,563,1,3128.92,3128.92,24,108413.59,17854.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BJPF94842209001431,702,1,2759.58,2759.58,57,43066.31,19249.81,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BJSJ44076634933965,638,1,2922.48,2922.48,24,59019.12,1513.57,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BJST88782988727544,454,1,4304.58,4304.58,59,27269.05,3637.82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BJVA34176097137779,675,1,1988.08,1988.08,33,60920.97,19153.71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKCK57826388032427,117,1,2214.67,2214.67,33,51285.75,5867.24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKEB48825267913885,552,1,3655.29,3655.29,27,25303.46,936.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BKFU04956686510389,667,1,1596.99,1596.99,47,47695.87,4805.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BKQU29582923616188,361,1,3924.17,3924.17,66,107515.69,13151.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKSB41179779631994,504,1,1987.5,1987.5,68,114123.02,1077.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKTR68569771433608,343,1,1060.11,1060.11,57,32330.17,7421.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BKWN60361624860704,669,1,1200.29,1200.29,30,97235.73,13383.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BKXL30611390045892,618,1,712.67,712.67,18,144650.24,17600.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLAL90855765789379,432,1,3864.2,3864.2,49,148589.88799999998,363.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BLAT22216107051843,273,1,129.93,129.93,26,145574.25,9797.81,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLME01901134843391,322,1,3594.99,3594.99,32,141915.5,3981.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BLMS60580823006799,393,1,2290.44,2290.44,23,56830.61,4775.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BLOK49811180981660,91,1,1764.86,1764.86,34,101522.93,6363.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLPC75322799752615,483,1,1241.32,1241.32,57,112598.81,4557.55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLQQ84193626313494,117,1,3976.11,3976.11,29,100149.22,17349.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BLQZ69972459715579,84,1,3896.82,3896.82,70,22749.28,2328.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLSG94815043903560,651,1,4899.59,4899.59,23,37433.56,9565.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BLST44617353606844,326,1,3472.49,3472.49,58,118343.82,8917.96,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLXO27562202175892,297,1,690.49,690.49,43,74099.32,12141.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BLYJ79489830186080,551,1,1256.55,1256.55,61,91013.75,12523.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMEQ95804248511688,444,1,3352.92,3352.92,39,56357.86,579.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BMGW14035263560229,452,1,897.37,897.37,22,27852.37,6983.38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMIH71960348973116,319,1,2476.96,2476.96,41,33870.23,7762.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMJG69779447749205,701,1,1906.13,1906.13,30,26333.17,3356.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMLB31219804184724,273,1,297.88,297.88,54,77629.18,14871.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BMRE99458028457186,384,1,1346.34,1346.34,69,28769.66,11084.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BMSW39285320254616,356,1,3770.01,3770.01,70,148589.88799999998,13213.26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMUK45734854132366,95,1,98.51,98.51,55,39747.33,17786.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMVY07277236576147,601,1,4906.77,4906.77,66,136177.11,7484.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMZU60392051460745,56,1,240.35,240.35,35,84615.42,3745.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BNMK25670553435356,665,1,1542.32,1542.32,18,105760.75,9221.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BNTN72128156838702,705,1,2917.82,2917.82,21,77962.34,1592.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BNVW61312129887466,407,1,680.86,680.86,26,77320.53,8605.95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BNXY59400381803648,531,1,4958.134399999999,4958.134399999999,21,93055.87,18039.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOAC34223550440571,110,1,3262.98,3262.98,39,137360.1,19781.6228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BOAD82155741251218,61,1,4320.93,4320.93,19,131024.72,17588.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOCZ69500741894854,356,1,4939.52,4939.52,44,146901.15,3585.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOFQ01234289311325,681,1,2379.04,2379.04,28,78112.34,15363.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOFZ90847980117056,383,1,4083.39,4083.39,53,66142.62,4679.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BOJJ72276439117228,382,1,1045.27,1045.27,33,27237.73,7247.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BOKC93914603782803,172,1,2176.21,2176.21,67,68746.85,6845.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
